indicator_code,ref_area,period,value,obs_status,source,wb_indicator,indicator_name
IND001,COD,1982,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1981,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1980,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1979,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1978,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1977,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1976,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1975,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1974,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1973,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1972,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1971,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1970,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1969,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1968,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1967,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1966,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1965,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1964,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1963,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1962,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1961,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND001,COD,1960,NA,RDC,worldbank,NA,"Population vivant en dessous du seuil international de pauvreté (PPA 2017 2,15 USD/jour)"
IND002,COD,2024,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2023,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2022,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2021,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2020,56.2,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2019,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2018,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2017,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2016,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2015,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2014,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2013,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2012,63.9,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2011,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2010,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2009,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2008,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2007,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2006,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2005,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2004,69.3,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2003,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2002,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2001,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,2000,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1999,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1998,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1997,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1996,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1995,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1994,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1993,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1992,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1991,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1990,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1989,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1988,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1987,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1986,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1985,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1984,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1983,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1982,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1981,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1980,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1979,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1978,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1977,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1976,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1975,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1974,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1973,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1972,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1971,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1970,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1969,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1968,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1967,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1966,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1965,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1964,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1963,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1962,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1961,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND002,COD,1960,NA,RDC,worldbank,NA,Population vivant en dessous du seuil national de pauvreté
IND003,COD,2020,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2019,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2018,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2017,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2016,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2015,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2014,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2013,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2012,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2011,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2010,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2009,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2008,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2007,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2006,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2005,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2004,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2003,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2002,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2001,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,2000,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1999,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1998,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1997,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1996,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1995,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1994,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1993,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1992,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1991,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND003,COD,1990,NA,RDC,worldbank,NA,Pauvreté multidimensionnelle (IPM national)
IND004,COD,2024,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2023,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2022,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2021,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2020,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2019,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2018,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2017,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2016,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2015,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2014,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2013,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2012,1.59962111690192,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2011,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2010,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2009,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2008,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2007,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2006,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2005,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2004,1.51235605503344,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2003,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2002,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2001,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,2000,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1999,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1998,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1997,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1996,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1995,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1994,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1993,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1992,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1991,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1990,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1989,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1988,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1987,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1986,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1985,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1984,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1983,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1982,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1981,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1980,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1979,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1978,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1977,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1976,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1975,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1974,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1973,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1972,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1971,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1970,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1969,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1968,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1967,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1966,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1965,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1964,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1963,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1962,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1961,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND004,COD,1960,NA,RDC,worldbank,NA,Population couverte par au moins une prestation de protection sociale
IND005,COD,2024,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2023,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2022,11.5843357881251,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2021,11.3837135621712,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2020,11.1856662910631,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2019,11.2990478746874,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2018,11.4043739382468,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2017,11.5018570307964,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2016,11.5919584610528,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2015,11.6746408900037,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2014,11.7503722436099,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2013,11.8193690047971,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2012,11.8821214729561,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2011,11.9385724789709,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2010,11.9889309071555,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2009,12.0339797530418,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2008,12.0733617976337,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2007,12.107874117823,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2006,12.1371326820642,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2005,12.1619476934982,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2004,12.1825329393722,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2003,12.198470762078,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2002,12.2086613773517,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2001,12.2132374168815,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,2000,12.2123267805683,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1999,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1998,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1997,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1996,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1995,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1994,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1993,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1992,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1991,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1990,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1989,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1988,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1987,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1986,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1985,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1984,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1983,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1982,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
IND005,COD,1981,NA,RDC,worldbank,NA,Population utilisant au moins des services d’eau de base (% de la population)
